Country Code,Country Name,Indicator Name,Number of Records,Year,Number of Homicides per 10000
COG,"Congo, Rep.","Intentional homicides (per 100,000 people)",1,1967,
CRI,Costa Rica,"Intentional homicides (per 100,000 people)",1,1967,
CIV,Cote d'Ivoire,"Intentional homicides (per 100,000 people)",1,1967,
HRV,Croatia,"Intentional homicides (per 100,000 people)",1,1967,
CUB,Cuba,"Intentional homicides (per 100,000 people)",1,1967,
CUW,Curacao,"Intentional homicides (per 100,000 people)",1,1967,
CYP,Cyprus,"Intentional homicides (per 100,000 people)",1,1967,
CZE,Czech Republic,"Intentional homicides (per 100,000 people)",1,1967,
DNK,Denmark,"Intentional homicides (per 100,000 people)",1,1967,
DJI,Djibouti,"Intentional homicides (per 100,000 people)",1,1967,
DMA,Dominica,"Intentional homicides (per 100,000 people)",1,1967,
DOM,Dominican Republic,"Intentional homicides (per 100,000 people)",1,1967,
ECU,Ecuador,"Intentional homicides (per 100,000 people)",1,1967,
EGY,"Egypt, Arab Rep.","Intentional homicides (per 100,000 people)",1,1967,
SLV,El Salvador,"Intentional homicides (per 100,000 people)",1,1967,
GNQ,Equatorial Guinea,"Intentional homicides (per 100,000 people)",1,1967,
ERI,Eritrea,"Intentional homicides (per 100,000 people)",1,1967,
EST,Estonia,"Intentional homicides (per 100,000 people)",1,1967,
SWZ,Eswatini,"Intentional homicides (per 100,000 people)",1,1967,
ETH,Ethiopia,"Intentional homicides (per 100,000 people)",1,1967,
FRO,Faroe Islands,"Intentional homicides (per 100,000 people)",1,1967,
FJI,Fiji,"Intentional homicides (per 100,000 people)",1,1967,
FIN,Finland,"Intentional homicides (per 100,000 people)",1,1967,
FRA,France,"Intentional homicides (per 100,000 people)",1,1967,
PYF,French Polynesia,"Intentional homicides (per 100,000 people)",1,1967,
GAB,Gabon,"Intentional homicides (per 100,000 people)",1,1967,
GMB,"Gambia, The","Intentional homicides (per 100,000 people)",1,1967,
GEO,Georgia,"Intentional homicides (per 100,000 people)",1,1967,
DEU,Germany,"Intentional homicides (per 100,000 people)",1,1967,
GHA,Ghana,"Intentional homicides (per 100,000 people)",1,1967,
GIB,Gibraltar,"Intentional homicides (per 100,000 people)",1,1967,
GRC,Greece,"Intentional homicides (per 100,000 people)",1,1967,
GRL,Greenland,"Intentional homicides (per 100,000 people)",1,1967,
GRD,Grenada,"Intentional homicides (per 100,000 people)",1,1967,
GUM,Guam,"Intentional homicides (per 100,000 people)",1,1967,
GTM,Guatemala,"Intentional homicides (per 100,000 people)",1,1967,
GIN,Guinea,"Intentional homicides (per 100,000 people)",1,1967,
GNB,Guinea-Bissau,"Intentional homicides (per 100,000 people)",1,1967,
GUY,Guyana,"Intentional homicides (per 100,000 people)",1,1967,
HTI,Haiti,"Intentional homicides (per 100,000 people)",1,1967,
HND,Honduras,"Intentional homicides (per 100,000 people)",1,1967,
HKG,"Hong Kong SAR, China","Intentional homicides (per 100,000 people)",1,1967,
HUN,Hungary,"Intentional homicides (per 100,000 people)",1,1967,
ISL,Iceland,"Intentional homicides (per 100,000 people)",1,1967,
IND,India,"Intentional homicides (per 100,000 people)",1,1967,
IDN,Indonesia,"Intentional homicides (per 100,000 people)",1,1967,
IRN,"Iran, Islamic Rep.","Intentional homicides (per 100,000 people)",1,1967,
IRQ,Iraq,"Intentional homicides (per 100,000 people)",1,1967,
IRL,Ireland,"Intentional homicides (per 100,000 people)",1,1967,
IMN,Isle of Man,"Intentional homicides (per 100,000 people)",1,1967,
ISR,Israel,"Intentional homicides (per 100,000 people)",1,1967,
ITA,Italy,"Intentional homicides (per 100,000 people)",1,1967,
JAM,Jamaica,"Intentional homicides (per 100,000 people)",1,1967,
JPN,Japan,"Intentional homicides (per 100,000 people)",1,1967,
JOR,Jordan,"Intentional homicides (per 100,000 people)",1,1967,
KAZ,Kazakhstan,"Intentional homicides (per 100,000 people)",1,1967,
KEN,Kenya,"Intentional homicides (per 100,000 people)",1,1967,
KIR,Kiribati,"Intentional homicides (per 100,000 people)",1,1967,
PRK,"Korea, Dem. People’s Rep.","Intentional homicides (per 100,000 people)",1,1967,
KOR,"Korea, Rep.","Intentional homicides (per 100,000 people)",1,1967,
XKX,Kosovo,"Intentional homicides (per 100,000 people)",1,1967,
KWT,Kuwait,"Intentional homicides (per 100,000 people)",1,1967,
KGZ,Kyrgyz Republic,"Intentional homicides (per 100,000 people)",1,1967,
LAO,Lao PDR,"Intentional homicides (per 100,000 people)",1,1967,
LVA,Latvia,"Intentional homicides (per 100,000 people)",1,1967,
LBN,Lebanon,"Intentional homicides (per 100,000 people)",1,1967,
LSO,Lesotho,"Intentional homicides (per 100,000 people)",1,1967,
LBR,Liberia,"Intentional homicides (per 100,000 people)",1,1967,
LBY,Libya,"Intentional homicides (per 100,000 people)",1,1967,
LIE,Liechtenstein,"Intentional homicides (per 100,000 people)",1,1967,
LTU,Lithuania,"Intentional homicides (per 100,000 people)",1,1967,
LUX,Luxembourg,"Intentional homicides (per 100,000 people)",1,1967,
MAC,"Macao SAR, China","Intentional homicides (per 100,000 people)",1,1967,
MDG,Madagascar,"Intentional homicides (per 100,000 people)",1,1967,
MWI,Malawi,"Intentional homicides (per 100,000 people)",1,1967,
MYS,Malaysia,"Intentional homicides (per 100,000 people)",1,1967,
MDV,Maldives,"Intentional homicides (per 100,000 people)",1,1967,
MLI,Mali,"Intentional homicides (per 100,000 people)",1,1967,
MLT,Malta,"Intentional homicides (per 100,000 people)",1,1967,
MHL,Marshall Islands,"Intentional homicides (per 100,000 people)",1,1967,
MRT,Mauritania,"Intentional homicides (per 100,000 people)",1,1967,
MUS,Mauritius,"Intentional homicides (per 100,000 people)",1,1967,
MEX,Mexico,"Intentional homicides (per 100,000 people)",1,1967,
FSM,"Micronesia, Fed. Sts.","Intentional homicides (per 100,000 people)",1,1967,
MDA,Moldova,"Intentional homicides (per 100,000 people)",1,1967,
MCO,Monaco,"Intentional homicides (per 100,000 people)",1,1967,
MNG,Mongolia,"Intentional homicides (per 100,000 people)",1,1967,
MNE,Montenegro,"Intentional homicides (per 100,000 people)",1,1967,
MAR,Morocco,"Intentional homicides (per 100,000 people)",1,1967,
MOZ,Mozambique,"Intentional homicides (per 100,000 people)",1,1967,
MMR,Myanmar,"Intentional homicides (per 100,000 people)",1,1967,
NAM,Namibia,"Intentional homicides (per 100,000 people)",1,1967,
NRU,Nauru,"Intentional homicides (per 100,000 people)",1,1967,
NPL,Nepal,"Intentional homicides (per 100,000 people)",1,1967,
NLD,Netherlands,"Intentional homicides (per 100,000 people)",1,1967,
NCL,New Caledonia,"Intentional homicides (per 100,000 people)",1,1967,
NZL,New Zealand,"Intentional homicides (per 100,000 people)",1,1967,
NIC,Nicaragua,"Intentional homicides (per 100,000 people)",1,1967,
NER,Niger,"Intentional homicides (per 100,000 people)",1,1967,
NGA,Nigeria,"Intentional homicides (per 100,000 people)",1,1967,
MKD,North Macedonia,"Intentional homicides (per 100,000 people)",1,1967,
MNP,Northern Mariana Islands,"Intentional homicides (per 100,000 people)",1,1967,
NOR,Norway,"Intentional homicides (per 100,000 people)",1,1967,
OMN,Oman,"Intentional homicides (per 100,000 people)",1,1967,
PAK,Pakistan,"Intentional homicides (per 100,000 people)",1,1967,
PLW,Palau,"Intentional homicides (per 100,000 people)",1,1967,
PAN,Panama,"Intentional homicides (per 100,000 people)",1,1967,
PNG,Papua New Guinea,"Intentional homicides (per 100,000 people)",1,1967,
PRY,Paraguay,"Intentional homicides (per 100,000 people)",1,1967,
PER,Peru,"Intentional homicides (per 100,000 people)",1,1967,
PHL,Philippines,"Intentional homicides (per 100,000 people)",1,1967,
POL,Poland,"Intentional homicides (per 100,000 people)",1,1967,
PRT,Portugal,"Intentional homicides (per 100,000 people)",1,1967,
PRI,Puerto Rico,"Intentional homicides (per 100,000 people)",1,1967,
QAT,Qatar,"Intentional homicides (per 100,000 people)",1,1967,
ROU,Romania,"Intentional homicides (per 100,000 people)",1,1967,
RUS,Russian Federation,"Intentional homicides (per 100,000 people)",1,1967,
RWA,Rwanda,"Intentional homicides (per 100,000 people)",1,1967,
WSM,Samoa,"Intentional homicides (per 100,000 people)",1,1967,
SMR,San Marino,"Intentional homicides (per 100,000 people)",1,1967,
STP,Sao Tome and Principe,"Intentional homicides (per 100,000 people)",1,1967,
SAU,Saudi Arabia,"Intentional homicides (per 100,000 people)",1,1967,
SEN,Senegal,"Intentional homicides (per 100,000 people)",1,1967,
SRB,Serbia,"Intentional homicides (per 100,000 people)",1,1967,
SYC,Seychelles,"Intentional homicides (per 100,000 people)",1,1967,
SLE,Sierra Leone,"Intentional homicides (per 100,000 people)",1,1967,
SGP,Singapore,"Intentional homicides (per 100,000 people)",1,1967,
SXM,Sint Maarten (Dutch part),"Intentional homicides (per 100,000 people)",1,1967,
SVK,Slovak Republic,"Intentional homicides (per 100,000 people)",1,1967,
SVN,Slovenia,"Intentional homicides (per 100,000 people)",1,1967,
SLB,Solomon Islands,"Intentional homicides (per 100,000 people)",1,1967,
SOM,Somalia,"Intentional homicides (per 100,000 people)",1,1967,
ZAF,South Africa,"Intentional homicides (per 100,000 people)",1,1967,
SSD,South Sudan,"Intentional homicides (per 100,000 people)",1,1967,
ESP,Spain,"Intentional homicides (per 100,000 people)",1,1967,
LKA,Sri Lanka,"Intentional homicides (per 100,000 people)",1,1967,
KNA,St. Kitts and Nevis,"Intentional homicides (per 100,000 people)",1,1967,
LCA,St. Lucia,"Intentional homicides (per 100,000 people)",1,1967,
MAF,St. Martin (French part),"Intentional homicides (per 100,000 people)",1,1967,
VCT,St. Vincent and the Grenadines,"Intentional homicides (per 100,000 people)",1,1967,
SDN,Sudan,"Intentional homicides (per 100,000 people)",1,1967,
SUR,Suriname,"Intentional homicides (per 100,000 people)",1,1967,
SWE,Sweden,"Intentional homicides (per 100,000 people)",1,1967,
CHE,Switzerland,"Intentional homicides (per 100,000 people)",1,1967,
SYR,Syrian Arab Republic,"Intentional homicides (per 100,000 people)",1,1967,
TJK,Tajikistan,"Intentional homicides (per 100,000 people)",1,1967,
TZA,Tanzania,"Intentional homicides (per 100,000 people)",1,1967,
THA,Thailand,"Intentional homicides (per 100,000 people)",1,1967,
TLS,Timor-Leste,"Intentional homicides (per 100,000 people)",1,1967,
TGO,Togo,"Intentional homicides (per 100,000 people)",1,1967,
TON,Tonga,"Intentional homicides (per 100,000 people)",1,1967,
TTO,Trinidad and Tobago,"Intentional homicides (per 100,000 people)",1,1967,
TUN,Tunisia,"Intentional homicides (per 100,000 people)",1,1967,
TUR,Turkey,"Intentional homicides (per 100,000 people)",1,1967,
TKM,Turkmenistan,"Intentional homicides (per 100,000 people)",1,1967,
TCA,Turks and Caicos Islands,"Intentional homicides (per 100,000 people)",1,1967,
TUV,Tuvalu,"Intentional homicides (per 100,000 people)",1,1967,
UGA,Uganda,"Intentional homicides (per 100,000 people)",1,1967,
UKR,Ukraine,"Intentional homicides (per 100,000 people)",1,1967,
ARE,United Arab Emirates,"Intentional homicides (per 100,000 people)",1,1967,
GBR,United Kingdom,"Intentional homicides (per 100,000 people)",1,1967,
USA,United States,"Intentional homicides (per 100,000 people)",1,1967,
URY,Uruguay,"Intentional homicides (per 100,000 people)",1,1967,
UZB,Uzbekistan,"Intentional homicides (per 100,000 people)",1,1967,
VUT,Vanuatu,"Intentional homicides (per 100,000 people)",1,1967,
VEN,"Venezuela, RB","Intentional homicides (per 100,000 people)",1,1967,
VNM,Vietnam,"Intentional homicides (per 100,000 people)",1,1967,
VIR,Virgin Islands (U.S.),"Intentional homicides (per 100,000 people)",1,1967,
PSE,West Bank and Gaza,"Intentional homicides (per 100,000 people)",1,1967,
YEM,"Yemen, Rep.","Intentional homicides (per 100,000 people)",1,1967,
ZMB,Zambia,"Intentional homicides (per 100,000 people)",1,1967,
ZWE,Zimbabwe,"Intentional homicides (per 100,000 people)",1,1967,
AFG,Afghanistan,"Intentional homicides (per 100,000 people)",1,1968,
ALB,Albania,"Intentional homicides (per 100,000 people)",1,1968,
DZA,Algeria,"Intentional homicides (per 100,000 people)",1,1968,
ASM,American Samoa,"Intentional homicides (per 100,000 people)",1,1968,
AND,Andorra,"Intentional homicides (per 100,000 people)",1,1968,
AGO,Angola,"Intentional homicides (per 100,000 people)",1,1968,
ATG,Antigua and Barbuda,"Intentional homicides (per 100,000 people)",1,1968,
ARG,Argentina,"Intentional homicides (per 100,000 people)",1,1968,
ARM,Armenia,"Intentional homicides (per 100,000 people)",1,1968,
ABW,Aruba,"Intentional homicides (per 100,000 people)",1,1968,
AUS,Australia,"Intentional homicides (per 100,000 people)",1,1968,
AUT,Austria,"Intentional homicides (per 100,000 people)",1,1968,
AZE,Azerbaijan,"Intentional homicides (per 100,000 people)",1,1968,
BHS,"Bahamas, The","Intentional homicides (per 100,000 people)",1,1968,
BHR,Bahrain,"Intentional homicides (per 100,000 people)",1,1968,
BGD,Bangladesh,"Intentional homicides (per 100,000 people)",1,1968,
BRB,Barbados,"Intentional homicides (per 100,000 people)",1,1968,
BLR,Belarus,"Intentional homicides (per 100,000 people)",1,1968,
BEL,Belgium,"Intentional homicides (per 100,000 people)",1,1968,
BLZ,Belize,"Intentional homicides (per 100,000 people)",1,1968,
BEN,Benin,"Intentional homicides (per 100,000 people)",1,1968,
BMU,Bermuda,"Intentional homicides (per 100,000 people)",1,1968,
BTN,Bhutan,"Intentional homicides (per 100,000 people)",1,1968,
BOL,Bolivia,"Intentional homicides (per 100,000 people)",1,1968,
BIH,Bosnia and Herzegovina,"Intentional homicides (per 100,000 people)",1,1968,
BWA,Botswana,"Intentional homicides (per 100,000 people)",1,1968,
BRA,Brazil,"Intentional homicides (per 100,000 people)",1,1968,
VGB,British Virgin Islands,"Intentional homicides (per 100,000 people)",1,1968,
BRN,Brunei Darussalam,"Intentional homicides (per 100,000 people)",1,1968,
BGR,Bulgaria,"Intentional homicides (per 100,000 people)",1,1968,
BFA,Burkina Faso,"Intentional homicides (per 100,000 people)",1,1968,
BDI,Burundi,"Intentional homicides (per 100,000 people)",1,1968,
CPV,Cabo Verde,"Intentional homicides (per 100,000 people)",1,1968,
KHM,Cambodia,"Intentional homicides (per 100,000 people)",1,1968,
CMR,Cameroon,"Intentional homicides (per 100,000 people)",1,1968,
CAN,Canada,"Intentional homicides (per 100,000 people)",1,1968,
CYM,Cayman Islands,"Intentional homicides (per 100,000 people)",1,1968,
CAF,Central African Republic,"Intentional homicides (per 100,000 people)",1,1968,
TCD,Chad,"Intentional homicides (per 100,000 people)",1,1968,
CHI,Channel Islands,"Intentional homicides (per 100,000 people)",1,1968,
CHL,Chile,"Intentional homicides (per 100,000 people)",1,1968,
CHN,China,"Intentional homicides (per 100,000 people)",1,1968,
COL,Colombia,"Intentional homicides (per 100,000 people)",1,1968,
COM,Comoros,"Intentional homicides (per 100,000 people)",1,1968,
COD,"Congo, Dem. Rep.","Intentional homicides (per 100,000 people)",1,1968,
COG,"Congo, Rep.","Intentional homicides (per 100,000 people)",1,1968,
CRI,Costa Rica,"Intentional homicides (per 100,000 people)",1,1968,
CIV,Cote d'Ivoire,"Intentional homicides (per 100,000 people)",1,1968,
HRV,Croatia,"Intentional homicides (per 100,000 people)",1,1968,
CUB,Cuba,"Intentional homicides (per 100,000 people)",1,1968,
CUW,Curacao,"Intentional homicides (per 100,000 people)",1,1968,
CYP,Cyprus,"Intentional homicides (per 100,000 people)",1,1968,
CZE,Czech Republic,"Intentional homicides (per 100,000 people)",1,1968,
DNK,Denmark,"Intentional homicides (per 100,000 people)",1,1968,
DJI,Djibouti,"Intentional homicides (per 100,000 people)",1,1968,
DMA,Dominica,"Intentional homicides (per 100,000 people)",1,1968,
DOM,Dominican Republic,"Intentional homicides (per 100,000 people)",1,1968,
ECU,Ecuador,"Intentional homicides (per 100,000 people)",1,1968,
EGY,"Egypt, Arab Rep.","Intentional homicides (per 100,000 people)",1,1968,
SLV,El Salvador,"Intentional homicides (per 100,000 people)",1,1968,
GNQ,Equatorial Guinea,"Intentional homicides (per 100,000 people)",1,1968,
ERI,Eritrea,"Intentional homicides (per 100,000 people)",1,1968,
EST,Estonia,"Intentional homicides (per 100,000 people)",1,1968,
SWZ,Eswatini,"Intentional homicides (per 100,000 people)",1,1968,
ETH,Ethiopia,"Intentional homicides (per 100,000 people)",1,1968,
FRO,Faroe Islands,"Intentional homicides (per 100,000 people)",1,1968,
FJI,Fiji,"Intentional homicides (per 100,000 people)",1,1968,
FIN,Finland,"Intentional homicides (per 100,000 people)",1,1968,
FRA,France,"Intentional homicides (per 100,000 people)",1,1968,
PYF,French Polynesia,"Intentional homicides (per 100,000 people)",1,1968,
GAB,Gabon,"Intentional homicides (per 100,000 people)",1,1968,
GMB,"Gambia, The","Intentional homicides (per 100,000 people)",1,1968,
GEO,Georgia,"Intentional homicides (per 100,000 people)",1,1968,
DEU,Germany,"Intentional homicides (per 100,000 people)",1,1968,
GHA,Ghana,"Intentional homicides (per 100,000 people)",1,1968,
GIB,Gibraltar,"Intentional homicides (per 100,000 people)",1,1968,
GRC,Greece,"Intentional homicides (per 100,000 people)",1,1968,
GRL,Greenland,"Intentional homicides (per 100,000 people)",1,1968,
